CNPJ_FUNDO,NOME_FUNDO,DATA,COTA,VARIACAO,CAPTACAO,RESGATE,PL,COTISTA
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-31,1.567843,0.0008,25973534.05,5384360.9,2061473105.53,44.75
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-30,1.566641,0.0055,23045557.94,1171102.34,2039319570.41,44.643
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-27,1.558138,0.0078,16918068.42,1743029.27,2006495474.98,44.505
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-26,1.54612,-0.0042,30811350.89,2832843.29,1975960555.49,44.325
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-25,1.552715,0.0011,20441307.11,2111246.97,1956291919.72,44.128
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-24,1.550968,0.0003,25683505.52,3283897.27,1935781669.38,43.982
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-23,1.550525,0.0098,12390457.92,2203472.93,1912834911.5,43.842
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-20,1.535431,0.0085,4415488.55,11870286.62,1884126049.9,43.762
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-19,1.522542,0.0033,10020781.29,4401338.72,1875702365.76,43.905
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-18,1.517507,-0.011,14164387.91,4179170.86,1863899179.44,43.861999999999995
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-17,1.534309,-0.006786,23645182.18,6499057.05,1874440392.24,43811.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-16,1.544793,0.002371,16821170.25,2214262.32,1869984727.44,43698.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-13,1.541139,0.001892,20581887.76,888653.73,1850989220.18,43523.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-12,1.538228,0.002291,16930465.72,2172158.89,1827837413.71,43334.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-11,1.534712,0.002698,10176390.44,1632811.32,1808934958.54,43198.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-10,1.530583,0.00103,9055986.44,2051977.26,1795547749.26,43092.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-09,1.529008,-0.001998,26902821.75,1929724.86,1786703172.36,42912.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-06,1.53207,0.003629,25522060.96,1943716.61,1765257835.96,42777.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-05,1.52653,0.005732,10812935.35,1331872.63,1735381080.0,42707.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-04,1.51783,-0.003386,8173307.52,2133956.71,1716063602.9,42607.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-03,1.522987,0.006591,9453369.69,1300756.72,1715834451.67,42579.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-08-02,1.513015,-0.00352,11576373.55,815339.27,1696500722.5,42405.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-30,1.51836,0.000377,16588572.92,1063327.7,1691694911.58,42261.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-29,1.517788,0.001002,11112140.22,1083810.16,1675538562.55,42163.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-28,1.516269,0.0019,9825757.18,1681724.06,1663843595.54,42085.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-27,1.513394,-0.007995,7588312.46,2655757.28,1652559607.89,41984.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-26,1.525591,0.004573,9123726.47,4635183.51,1660906362.83,41837.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-23,1.518647,0.006556,11368505.48,1307162.58,1648878310.66,41736.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-22,1.508755,0.003564,12797618.43,2171061.74,1628142320.41,41637.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-21,1.503398,0.007906,5418598.43,2635625.66,1611771876.56,41569.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-20,1.491605,0.015671,11172673.79,3736686.38,1596367792.32,41568.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-19,1.468591,-0.014776,109194325.05,5110159.4,1564415782.95,41519.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-16,1.490616,-0.008236,12327086.97,868197.1,1482232733.17,41410.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-15,1.502994,-0.003115,11552289.95,734903.77,1482987796.75,41284.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-14,1.507691,0.00063,12167965.93,13263074.15,1476771235.85,41158.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-13,1.506743,-0.003863,13306587.66,815577.72,1476936550.31,41041.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-12,1.512586,0.015091,18495396.3,632800.17,1470124453.31,40863.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-09,1.490099,-4e-05,10322808.29,2667308.18,1430671737.97,40746.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-08,1.490159,-0.007901,14404136.0,1018364.37,1423073760.13,40604.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-07,1.502026,0.004169,14489037.73,2797540.12,1420914191.89,40472.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-06,1.49579,-0.001307,13377996.66,1906542.12,1403372087.9,40320.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-05,1.497748,-0.000477,14167608.41,1156331.78,1393721943.43,40119.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-02,1.498462,0.008239,9877890.18,919027.6,1381369762.1,39935.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-07-01,1.486217,0.00223,7596836.34,1112117.86,1361195683.46,39774.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-30,1.482911,0.001825,9611994.51,1185997.34,1351697208.13,39677.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-29,1.480209,0.000745,6140632.29,1331135.96,1340823990.48,39633.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-28,1.479108,0.001445,11914959.64,2418179.75,1335020113.27,39607.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-25,1.476974,0.003465,6002818.38,1827984.96,1323611011.5,39578.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-24,1.471874,0.007413,7098730.39,1397437.02,1314880542.89,39538.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-23,1.461044,-0.0018,8387328.25,2360590.25,1299546012.77,39493.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-22,1.463679,0.004975,3945129.81,2711669.53,1295852312.87,39487.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-21,1.456433,0.017532,8477452.73,1300688.61,1288209634.88,39531.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-18,1.431339,-0.014996,7111606.64,1110490.34,1258961159.53,39477.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-17,1.453131,0.000573,4825933.62,5848054.56,1272036077.77,39472.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-16,1.452298,-0.007791,9735125.96,2265983.84,1272328865.93,39441.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-15,1.463702,-0.001328,8074242.34,1181041.22,1274791726.8,39378.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-14,1.465649,0.002359,6731278.12,1456470.09,1269584946.59,39325.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-11,1.462199,0.002693,6599218.55,1625318.38,1261334419.62,39262.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-10,1.458272,0.004307,5936913.88,1924685.77,1252986305.73,39225.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-09,1.452019,-0.001623,12285976.75,1130158.82,1243618396.41,39199.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-08,1.45438,-0.002171,7429239.69,2755305.8,1234466465.24,39156.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-07,1.457544,0.000723,7157867.53,2280106.77,1232468028.01,39136.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-04,1.45649,0.003637,9117524.79,2993332.86,1226702787.15,39067.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-02,1.451212,0.00395,8169616.4,1551646.85,1216155260.27,39021.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-06-01,1.445502,0.001057,6113296.13,1898667.48,1204777894.34,38958.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-31,1.443976,-0.002815,7014174.26,1738426.99,1199295725.68,38892.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-28,1.448052,-0.001048,7992759.79,1668035.14,1197391052.28,38811.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-27,1.449571,0.004762,6910329.41,859318.52,1192315797.31,38790.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-26,1.442701,-0.000454,5038996.91,3987397.8,1180642221.53,38765.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-25,1.443357,-0.001853,20876947.87,2418694.21,1180126908.58,38740.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-24,1.446036,0.011431,5818906.17,4543663.96,1163824910.6,38772.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-21,1.429693,-0.000301,13965526.34,2075942.81,1149410901.35,38746.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-20,1.430123,0.011427,2831480.21,4133140.34,1137863428.76,38739.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-19,1.413966,-0.002326,8344205.52,1048365.25,1126294813.76,38770.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-18,1.417262,-0.011045,10100394.08,840449.58,1121607692.42,38754.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-17,1.43309,-0.002475,22946698.2,1577205.25,1124770408.97,38760.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-14,1.436646,0.015103,8829940.07,7731230.31,1106138585.53,38722.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-13,1.415271,0.012395,10558805.74,8954314.68,1088599126.25,38823.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-12,1.397944,-0.019897,7627089.09,3458692.26,1073686437.78,38896.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-11,1.426323,-0.007573,10917209.47,1531944.21,1091229761.63,38884.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-10,1.437207,-0.012899,8020856.2,1416810.69,1090100217.64,38782.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-07,1.455988,0.006406,8484469.74,1986723.74,1097654396.0,38708.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-06,1.446719,0.009993,8084632.17,941274.54,1084210690.93,38656.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-05,1.432406,-0.000406,19532454.84,1979979.59,1066411045.33,38599.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-04,1.432988,-0.005158,16166073.68,1631643.78,1049284794.21,38507.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-05-03,1.440418,0.000586,32166597.39,861871.36,1040115774.14,38384.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-30,1.439575,-0.004506,13506535.75,1344405.45,1008220626.45,38241.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-29,1.446092,0.003524,6338360.31,2776328.16,1000567466.93,38130.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-28,1.441014,0.002793,9462875.68,3510557.25,993504680.03,38060.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-27,1.437001,-0.001034,24349071.93,2896436.49,984801890.22,38012.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-26,1.438488,0.002114,7667469.76,1485463.73,964346389.7,37943.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-23,1.435453,0.008538,14649604.92,1794679.81,956142991.91,37860.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-22,1.423302,0.002646,13054998.76,1720114.76,935302771.65,37765.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-20,1.419545,-0.008301,18250917.94,1560054.47,921529126.39,37647.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-19,1.431427,-0.003359,14976557.83,1272592.18,912411769.13,37501.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-16,1.436251,0.00078,11337575.28,1076583.61,901736681.64,37358.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-15,1.435131,0.011476,13472503.85,1912255.87,890780681.97,37266.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-14,1.418849,-0.002066,12441589.9,874465.88,869245238.31,37124.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-13,1.421786,0.00099,13718470.05,1521846.14,859453443.02,37023.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-12,1.42038,0.003758,15214234.61,952081.49,846418744.55,36863.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-09,1.415061,0.002837,14247459.97,1497376.8,829040824.74,36716.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-08,1.411058,0.005712,10428155.86,357639.81,813981386.07,36529.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-07,1.403044,2.7e-05,9550336.69,990097.93,799345313.36,36337.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-06,1.403006,0.000585,17289134.48,1809339.46,790763444.49,36175.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-05,1.402185,0.01446,8222591.01,764016.58,774830191.56,35926.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-04-01,1.382198,0.011559,7906830.16,1150642.14,756433408.89,35693.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-31,1.366405,0.005214,9265149.68,824960.52,741111072.19,35529.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-30,1.359317,-0.005139,8716499.57,1526595.74,728870274.97,35374.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-29,1.366339,0.001755,5271198.33,2168466.7,725408465.84,35260.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-26,1.363945,0.015164,5529515.55,1512794.35,721040277.1,35130.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-25,1.343571,0.002395,16670780.92,1105580.09,706312955.09,35010.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-24,1.34036,-0.002478,6291016.1,690113.58,689097134.82,34892.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-23,1.34369,-0.00857,7148559.63,1436864.89,685194119.38,34710.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-22,1.355305,0.007148,7408900.75,887203.67,685355860.89,34561.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-19,1.345685,-0.002647,9078672.13,1118895.79,674016049.26,34413.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-18,1.349257,-0.011177,6937059.67,862484.2,667824163.41,34245.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-17,1.364508,-0.000705,7295414.3,1387094.56,669229272.86,34083.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-16,1.365471,4.6e-05,7862566.19,1322348.03,663789000.76,33888.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-15,1.365408,0.006458,8875831.64,984356.58,657218451.77,33624.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-12,1.356647,0.001623,7026606.66,1793832.33,645160792.82,33278.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-11,1.354449,0.005331,5985840.79,1094473.03,638891084.05,33123.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-10,1.347266,0.007289,2621596.37,666024.5,630637870.67,32987.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-09,1.337518,0.02095,6902005.84,935797.6,624133203.36,32972.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-08,1.310071,-0.011437,5101587.02,1320852.72,605481976.05,32804.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-05,1.325229,0.018088,4822964.74,1437199.85,608662769.6,32755.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-04,1.301683,-0.012552,6024547.89,1422572.92,594523006.3,32619.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-03,1.31823,-0.014257,8209245.66,887551.12,597419830.7,32460.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-02,1.337296,-0.003389,4619214.37,1156404.57,598633013.25,32315.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-03-01,1.341843,0.02043,3994845.25,2004779.14,597194189.97,32232.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-26,1.314978,-0.001277,5506957.86,939804.88,583287578.02,32166.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-25,1.31666,-0.026636,5056104.99,889255.18,579460641.67,32017.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-24,1.352691,0.012619,3790998.31,2036338.3,591036881.84,31906.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-23,1.335834,0.001943,6477970.63,2406216.07,581938654.99,31841.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-22,1.333243,-0.007418,4716857.94,1018840.1,576746150.46,31725.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-19,1.343207,-0.001948,5818880.92,2177622.87,577330709.37,31621.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-18,1.345828,-0.004606,5963937.79,1104364.33,574809013.3,31473.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-17,1.352057,-0.002359,6529925.81,574261.07,572587019.75,31340.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-12,1.355253,0.005377,5043279.86,702155.29,567970933.67,31170.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-11,1.348004,0.002886,5907496.82,756423.84,560615291.71,31023.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-10,1.344125,-0.000768,8439503.22,749610.69,553865693.19,30859.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-09,1.345158,0.000791,5953254.0,781054.73,546595468.43,30665.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-08,1.344094,0.004286,8505741.17,1004703.36,540995198.02,30462.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-05,1.338358,0.007451,5246678.87,933259.97,531217462.12,30242.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-04,1.32846,0.00708,5601042.07,724735.77,523007120.77,30062.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-03,1.319121,0.000956,3997255.76,1051576.56,514488391.0,29887.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-02,1.317862,0.012825,2452643.15,1273344.1,511054367.09,29789.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-02-01,1.301174,0.015882,4029758.5,1851429.67,503418649.87,29787.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-01-29,1.280832,-0.018536,7496479.57,2049668.5,493404164.4,29692.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-01-28,1.305021,0.012638,6705770.14,679222.24,497172720.89,29707.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-01-27,1.288734,-0.031621,7996538.55,1771143.41,485016310.61,29570.0
36.178.569/0001-99,BB ACOES BOLSA AMERICANA FUNDO DE INVESTIMENTO EM ACOES,2021-01-26,1.330815,0.005718,3974827.64,576773.89,494425070.0,29453.0
