CNPJ_FUNDO,NOME_FUNDO,DATA,COTA,VARIACAO,CAPTACAO,RESGATE,PL,COTISTA
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-20,0.802911,0.03529,0.0,3959.31,48562619.59,6852.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-17,0.775542,0.006116,0.0,20000.0,46911101.07,6853.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-16,0.770828,0.000336,0.0,11772.83,46645826.42,6853.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-15,0.770569,-0.039435,0.0,11356.98,46641933.71,6856.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-14,0.802204,0.022333,0.0,4890.94,48568554.62,6857.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-13,0.78468,0.007278,0.0,22757.55,47512393.83,6861.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-10,0.77901,-0.039062,0.0,4103.67,47191679.97,6866.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-09,0.810677,-0.018566,0.0,13284.59,49114300.61,6869.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-08,0.826013,0.013088,0.0,41629.34,50056921.96,6871.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-07,0.815342,-0.011877,0.0,39908.42,49451359.08,6876.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-06,0.825142,-0.010281,0.0,7012.15,50086159.88,6880.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-03,0.833713,0.008594,0.0,8123.05,50613468.55,6881.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-02,0.826609,0.014237,0.0,57639.54,50190282.53,6882.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-08-01,0.815006,-0.011764,0.0,5580.58,49542595.0,6888.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-31,0.824708,-0.018166,0.0,13878.36,50138008.99,6889.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-30,0.839967,0.005817,0.0,3380.5,51079759.79,6892.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-27,0.835109,0.026507,0.0,30140.05,50787698.49,6896.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-26,0.813544,-0.014138,0.0,6913.46,49505607.05,6901.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-25,0.825211,-0.000495,0.0,27724.11,50222553.65,6905.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-24,0.82562,0.022956,0.0,9624.56,50275197.95,6907.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-23,0.807092,0.00316,0.0,15437.39,49156375.12,6909.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-20,0.80455,0.025002,0.0,11363.9,49016918.25,6911.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-19,0.784925,-0.013179,0.0,2856.96,47832375.17,6915.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-18,0.795408,-0.004001,0.0,3839.13,48474093.62,6917.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-17,0.798603,0.032921,0.0,53000.0,48672652.29,6920.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-16,0.77315,0.00585,0.0,3773.59,47172676.21,6920.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-13,0.768653,-0.000362,0.0,17680.74,46902076.53,6921.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-12,0.768931,0.054697,0.0,40532.64,46936687.79,6923.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-11,0.729054,-0.026635,0.0,1391.98,44540980.65,6928.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-10,0.749004,-0.012578,0.0,11475.1,45761216.44,6930.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-09,0.758545,-7.9e-05,0.0,13601.95,46355752.84,6933.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-06,0.758605,0.012483,0.0,1856.74,46373052.87,6934.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-05,0.749252,0.016648,0.0,45438.09,45803119.13,6936.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-04,0.736983,0.024641,0.0,4579.51,45097778.73,6939.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-03,0.71926,0.029024,0.0,10773.78,44017737.41,6941.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-07-02,0.698973,-0.002463,0.0,0.0,42786667.7,6943.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-29,0.700699,0.002878,0.0,9843.73,42892337.52,6943.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-28,0.698688,0.022442,0.0,3030.29,42779059.27,6944.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-27,0.683352,0.001006,0.0,0.0,41843069.79,6947.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-26,0.682665,-0.010668,0.0,18926.91,41800974.31,6947.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-25,0.690026,-0.017731,0.0,28156.54,42270853.44,6949.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-22,0.702482,0.009184,0.0,2307.69,43062566.06,6951.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-21,0.696089,-0.045365,0.0,11787.98,42672926.51,6952.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-20,0.729168,0.028684,0.0,20160.72,44713168.19,6954.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-19,0.708836,0.007605,0.0,92368.42,43485993.01,6956.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-18,0.703486,-0.002381,0.0,37161.23,43249440.66,6963.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-15,0.705165,-0.035217,0.0,5290.21,43389936.85,6967.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-14,0.730905,-0.018464,0.0,18925.68,44979243.29,6969.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-13,0.744654,-0.006356,0.0,0.0,45844592.38,6971.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-12,0.749417,0.021994,0.0,21283.47,46137835.62,6971.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-11,0.733289,-0.020581,0.0,961.87,45165729.05,6975.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-08,0.748698,-0.020019,0.0,7005.59,46115846.5,6976.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-07,0.763992,-0.053608,0.0,1546.88,47064978.62,6978.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-06,0.807268,-0.008297,0.0,29796.93,49732582.83,6979.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-05,0.814022,-0.004724,0.0,22273.37,50178745.98,6981.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-04,0.817886,0.035869,0.0,46786.1,50439332.19,6985.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-06-01,0.789565,0.042333,0.0,0.0,48737917.13,6988.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-30,0.757498,-0.008917,0.0,13888.47,46758487.53,6988.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-29,0.764313,0.016674,0.0,27886.84,47193199.44,6990.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-28,0.751778,-0.06095,0.0,7669.84,46446631.08,6997.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-25,0.800573,-0.042224,0.0,99490.87,49469451.62,7001.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-24,0.835867,-0.01028,0.0,21320.11,51754241.17,7005.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-23,0.844549,-0.024973,0.0,2165.49,52313323.62,7008.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-22,0.86618,-0.00891,0.0,77433.38,53655465.21,7010.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-21,0.873967,-0.023844,0.0,68672.72,54215919.77,7020.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-18,0.895315,-0.00951,0.0,11332.4,55610619.43,7025.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-17,0.903911,-0.013084,0.0,7516.96,56155923.09,7027.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-16,0.915895,0.029881,0.0,126506.53,56908058.09,7030.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-15,0.889321,-0.012807,0.0,46141.57,55379780.09,7038.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-14,0.900858,0.000411,0.0,16472.07,56144935.39,7043.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-11,0.900488,-0.003618,0.0,53983.6,56138321.69,7048.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-10,0.903758,0.019415,0.0,26470.62,56396378.39,7054.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-09,0.886546,0.038986,0.0,62407.67,55348261.27,7061.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-08,0.85328,-0.004298,0.0,28460.58,53331528.52,7068.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-07,0.856963,-0.024622,0.0,10814.63,53590308.72,7072.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-04,0.878596,0.019363,0.0,18016.53,54954183.15,7075.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-03,0.861907,-0.006674,0.0,23011.98,53928013.92,7080.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-05-02,0.867698,-0.008659,0.0,101092.18,54313486.72,7084.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-30,0.875277,0.002537,0.0,8051.5,54889878.77,7088.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-27,0.873062,-0.020885,0.0,9802.35,54759040.91,7093.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-26,0.891685,0.014684,0.0,36552.68,55937092.31,7094.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-25,0.878781,0.001253,0.0,30141.16,55163619.0,7104.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-24,0.877681,-0.00508,0.0,16653.32,55124651.65,7107.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-23,0.882162,-0.010603,0.0,44136.66,55422873.85,7111.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-20,0.891616,-0.010881,0.0,2840.03,56061424.63,7117.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-19,0.901424,0.00736,0.0,19458.04,56680984.05,7121.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-18,0.894838,0.045232,0.0,27848.52,56286162.16,7124.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-17,0.856114,0.023154,0.0,12916.39,53877002.8,7126.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-16,0.83674,-0.0184,0.0,6205.03,52670391.85,7128.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-13,0.852425,-5.5e-05,0.0,217582.16,53664042.81,7131.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-12,0.852472,0.024747,0.0,6110.04,53884617.64,7134.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-11,0.831885,0.001856,0.0,54855.06,52589300.17,7138.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-10,0.830344,0.0185,0.0,8886.25,52546594.63,7142.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-09,0.815262,-0.020411,0.0,6137.68,51600917.67,7144.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-06,0.832249,-0.011871,0.0,34065.15,52682346.27,7145.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-05,0.842247,0.03646,0.0,51806.26,53349716.35,7150.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-04,0.812619,-0.015585,0.0,897.24,51522962.06,7151.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-03,0.825484,-0.006232,0.0,12174.71,52339597.15,7153.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-04-02,0.830661,0.003331,0.0,21807.26,52680106.54,7156.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-29,0.827903,0.030098,0.0,1501.9,52526914.37,7157.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-28,0.803713,-0.006455,0.0,6346.46,50993618.66,7159.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-27,0.808935,-0.017492,0.0,16793.2,51331349.91,7162.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-26,0.823337,0.005746,0.0,174901.25,52262308.21,7169.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-23,0.818633,-0.01587,0.0,3545.72,52137632.78,7174.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-22,0.831834,-0.024108,0.0,17197.49,52981952.94,7178.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-21,0.852383,0.017241,0.0,90225.56,54308416.07,7181.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-20,0.837936,0.030212,0.0,28347.26,53476619.13,7186.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-19,0.813363,-0.032304,0.0,41528.98,51935890.45,7191.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-16,0.840515,-0.00019,0.0,62026.21,53712588.96,7192.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-15,0.840675,-0.017672,0.0,76623.22,53784839.88,7194.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-14,0.855799,-0.002913,0.0,17435.94,54830469.01,7202.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-13,0.858299,-0.007817,0.0,333914.51,55008118.47,7208.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-12,0.865061,0.014059,0.0,5333.0,55778003.42,7215.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-09,0.853068,0.008575,0.0,18071.16,55009984.51,7220.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-08,0.845815,-0.027958,0.0,14389.49,54560227.7,7223.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-07,0.870142,0.001847,0.0,23974.03,56144229.02,7226.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-06,0.868538,-0.006996,0.0,69424.08,56064688.89,7233.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-05,0.874657,-0.002882,0.0,150114.74,56529582.02,7244.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-02,0.877185,-0.026141,0.0,111689.69,56843506.45,7253.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-03-01,0.900731,-0.005353,0.0,133766.74,58484013.78,7260.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-28,0.905579,-0.019686,0.0,124783.99,58933319.51,7264.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-27,0.923764,-0.014215,0.0,74118.98,60244057.28,7270.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-26,0.937085,0.032836,0.0,82648.15,61187950.45,7277.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-23,0.907293,0.016061,0.0,22072.79,59322689.15,7283.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-22,0.892951,-0.007355,0.0,55546.29,58406667.3,7287.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-21,0.899567,0.005765,0.0,125893.67,58895354.17,7294.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-20,0.894411,-0.015227,0.0,37864.77,58682935.25,7303.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-19,0.908241,0.021466,0.0,110292.9,59628786.79,7307.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-16,0.889154,0.027965,0.0,148717.77,58483666.15,7310.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-15,0.864965,0.013048,0.0,12187.19,57037344.6,7314.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-14,0.853824,0.058341,0.0,38716.3,56314720.87,7318.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-09,0.806757,0.003202,0.0,30087.32,53246946.41,7324.0
08.973.951/0001-59,BB ACOES SIDERURGIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,2018-02-08,0.804182,-0.018337,0.0,18923.48,53106974.54,7328.0
